;simulated;real;error
2016-01-01 00:00:00;22.771564722398693;23.86;-1.088435277601306
2016-01-01 01:00:00;20.003317827039936;22.39;-2.3866821729600645
2016-01-01 02:00:00;20.003317827039936;20.59;-0.5866821729600638
2016-01-01 03:00:00;20.003317827039936;16.81;3.1933178270399374
2016-01-01 04:00:00;20.003317827039936;17.41;2.593317827039936
2016-01-01 05:00:00;20.003317827039936;17.02;2.9833178270399365
2016-01-01 06:00:00;20.003317827039936;15.86;4.143317827039937
2016-01-01 07:00:00;20.003317827039936;18.16;1.843317827039936
2016-01-01 08:00:00;20.003317827039936;17.73;2.2733178270399357
2016-01-01 09:00:00;20.003317827039936;19.77;0.23331782703993653
2016-01-01 10:00:00;21.007991433414634;23.75;-2.7420085665853655
2016-01-01 11:00:00;22.765854380266752;26.03;-3.264145619733249
2016-01-01 12:00:00;23.91182579111991;27.06;-3.1481742088800893
2016-01-01 13:00:00;23.828578112937794;26.59;-2.7614218870622054
2016-01-01 14:00:00;24.54101257370679;25.0;-0.4589874262932092
2016-01-01 15:00:00;25.25655391128205;24.43;0.8265539112820512
2016-01-01 16:00:00;25.25602041124565;28.87;-3.6139795887543507
2016-01-01 17:00:00;25.25548691120925;37.44;-12.184513088790748
2016-01-01 18:00:00;25.25495341117284;37.41;-12.155046588827158
2016-01-01 19:00:00;25.25441991113644;35.34;-10.085580088863562
2016-01-01 20:00:00;25.25388641110004;33.07;-7.8161135888999596
2016-01-01 21:00:00;24.18045722715628;29.52;-5.339542772843721
2016-01-01 22:00:00;23.892991900292465;30.1;-6.2070080997075365
2016-01-01 23:00:00;22.054177715622806;24.57;-2.515822284377194
2016-01-02 00:00:00;19.384412317266587;22.2;-2.815587682733412
2016-01-02 01:00:00;17.145533461570935;16.57;0.5755334615709344
2016-01-02 02:00:00;17.143719834474794;15.35;1.7937198344747944
2016-01-02 03:00:00;17.141906207378653;12.77;4.371906207378654
2016-01-02 04:00:00;17.140092580282513;11.27;5.870092580282513
2016-01-02 05:00:00;17.138278953186372;11.91;5.228278953186372
2016-01-02 06:00:00;17.13646532609023;12.62;4.516465326090232
2016-01-02 07:00:00;17.134651698994084;13.83;3.3046516989940837
2016-01-02 08:00:00;18.199361364707972;16.12;2.079361364707971
2016-01-02 09:00:00;20.003317827039936;18.12;1.883317827039935
2016-01-02 10:00:00;21.61298005750361;19.59;2.0229800575036094
2016-01-02 11:00:00;21.61112051118429;21.07;0.5411205111842889
2016-01-02 12:00:00;21.60926096486498;22.54;-0.9307390351350193
2016-01-02 13:00:00;21.607401418545663;19.79;1.8174014185456642
2016-01-02 14:00:00;21.15534877988468;16.9;4.255348779884681
2016-01-02 15:00:00;21.343421857415446;16.97;4.3734218574154475
2016-01-02 16:00:00;21.69381065190072;19.25;2.443810651900719
2016-01-02 17:00:00;21.59996323326841;28.01;-6.41003676673159
2016-01-02 18:00:00;21.692784262834056;28.36;-6.667215737165943
2016-01-02 19:00:00;21.692271068300727;26.56;-4.867728931699272
2016-01-02 20:00:00;21.691757873767397;17.38;4.311757873767398
2016-01-02 21:00:00;20.003317827039936;15.83;4.173317827039936
2016-01-02 22:00:00;19.943223610824035;16.97;2.9732236108240357
2016-01-02 23:00:00;17.181209460849217;15.31;1.871209460849217
2016-01-03 00:00:00;17.180720461606303;6.99;10.190720461606302
2016-01-03 01:00:00;17.180231462363388;-0.01;17.19023146236339
2016-01-03 02:00:00;17.179742463120473;0.23;16.949742463120472
2016-01-03 03:00:00;17.09837915707125;4.51;12.58837915707125
2016-01-03 04:00:00;17.178764464634646;4.12;13.058764464634645
2016-01-03 05:00:00;17.09475190287896;6.76;10.334751902878962
2016-01-03 06:00:00;17.17778646614882;0.75;16.42778646614882
2016-01-03 07:00:00;17.09112464868668;4.27;12.82112464868668
2016-01-03 08:00:00;17.089311021590532;9.11;7.979311021590533
2016-01-03 09:00:00;18.551872831560896;15.92;2.631872831560896
2016-01-03 10:00:00;20.6340734158828;17.06;3.5740734158828005
2016-01-03 11:00:00;21.81274131274139;19.28;2.53274131274139
2016-01-03 12:00:00;22.015140160153592;20.25;1.7651401601535923
2016-01-03 13:00:00;21.81274131274139;17.66;4.152741312741391
2016-01-03 14:00:00;21.81274131274139;18.49;3.3227413127413925
2016-01-03 15:00:00;20.65931714336664;16.51;4.149317143366638
2016-01-03 16:00:00;23.36169410837139;18.76;4.601694108371387
