;simulated;real;error
2018-01-01 00:00:00;0.0;-5.27;5.27
2018-01-01 01:00:00;0.0;-29.99;29.99
2018-01-01 02:00:00;0.0;-56.65;56.65
2018-01-01 03:00:00;0.0;-63.14;63.14
2018-01-01 04:00:00;0.0;-64.62;64.62
2018-01-01 05:00:00;0.0;-67.0;67.0
2018-01-01 06:00:00;0.0;-72.54;72.54
2018-01-01 07:00:00;0.0;-76.01;76.01
2018-01-01 08:00:00;0.0;-71.45;71.45
2018-01-01 09:00:00;0.0;-66.88;66.88
2018-01-01 10:00:00;0.0;-62.0;62.0
2018-01-01 11:00:00;0.0;-56.08;56.08
2018-01-01 12:00:00;0.0;-49.96;49.96
2018-01-01 13:00:00;0.0;-24.29;24.29
2018-01-01 14:00:00;0.0;-5.59;5.59
2018-01-01 15:00:00;0.0;0.23;-0.23
2018-01-01 16:00:00;11.474808480313568;11.02;0.45480848031356835
2018-01-01 17:00:00;15.934599468355923;23.5;-7.565400531644077
2018-01-01 18:00:00;15.933912084915764;22.91;-6.976087915084236
2018-01-01 19:00:00;15.9332247014756;21.02;-5.086775298524399
2018-01-01 20:00:00;15.93253731803544;21.05;-5.117462681964561
2018-01-01 21:00:00;15.93184993459528;21.95;-6.018150065404718
2018-01-01 22:00:00;15.931162551155117;23.52;-7.588837448844883
2018-01-01 23:00:00;13.191729578074607;18.96;-5.7682704219253935
2018-01-02 00:00:00;12.646563601790998;18.12;-5.473436398209003
2018-01-02 01:00:00;12.645892667280744;14.99;-2.344107332719256
2018-01-02 02:00:00;12.101789216603024;13.63;-1.5282107833969771
2018-01-02 03:00:00;12.64455079826023;12.15;0.49455079826022974
2018-01-02 04:00:00;12.643879863749977;11.83;0.8138798637499765
2018-01-02 05:00:00;12.643208929239709;14.55;-1.906791070760292
2018-01-02 06:00:00;23.18344640852634;22.58;0.6034464085263416
2018-01-02 07:00:00;35.91514331571159;41.92;-6.004856684288413
2018-01-02 08:00:00;40.66218330820372;47.95;-7.28781669179628
2018-01-02 09:00:00;40.251708531900505;49.9;-9.648291468099494
2018-01-02 10:00:00;40.25087874437026;50.0;-9.749121255629738
2018-01-02 11:00:00;40.25004895684;49.7;-9.449951043160006
2018-01-02 12:00:00;40.66291980853178;48.16;-7.497080191468214
2018-01-02 13:00:00;40.2483893817795;47.24;-6.9916106182204985
2018-01-02 14:00:00;40.24755959424925;46.1;-5.852440405750748
2018-01-02 15:00:00;40.24672980671901;43.86;-3.6132701932809894
2018-01-02 16:00:00;40.24590001918876;43.64;-3.394099980811241
2018-01-02 17:00:00;40.24507023165851;47.37;-7.124929768341488
2018-01-02 18:00:00;40.664024559023886;46.08;-5.415975440976112
2018-01-02 19:00:00;40.243410656598;41.08;-0.8365893434019966
2018-01-02 20:00:00;35.392836195420536;34.94;0.452836195420538
2018-01-02 21:00:00;31.204670440554672;25.46;5.744670440554671
2018-01-02 22:00:00;24.87730062707845;21.3;3.5773006270784506
2018-01-02 23:00:00;13.397017701770183;9.94;3.4570177017701837
2018-01-03 00:00:00;9.557826368071485;7.93;1.627826368071485
2018-01-03 01:00:00;9.557826368071485;0.03;9.527826368071485
2018-01-03 02:00:00;9.557826368071485;0.02;9.537826368071485
2018-01-03 03:00:00;8.846332761845346;-5.99;14.836332761845346
2018-01-03 04:00:00;8.309354700545033;-9.21;17.519354700545033
2018-01-03 05:00:00;9.557826368071485;-4.64;14.197826368071485
2018-01-03 06:00:00;9.557826368071485;8.02;1.5378263680714852
2018-01-03 07:00:00;16.45948530121163;11.03;5.4294853012116295
2018-01-03 08:00:00;22.034359685330003;13.28;8.754359685330003
2018-01-03 09:00:00;21.470496710655578;13.18;8.290496710655578
2018-01-03 10:00:00;22.032920219019022;13.71;8.322920219019021
2018-01-03 11:00:00;21.46906337668293;15.42;6.049063376682929
2018-01-03 12:00:00;21.4683467096966;15.84;5.628346709696601
2018-01-03 13:00:00;21.467630042710272;16.0;5.467630042710272
2018-01-03 14:00:00;21.466913375723944;15.75;5.716913375723944
2018-01-03 15:00:00;21.466196708737623;15.14;6.326196708737623
2018-01-03 16:00:00;21.46548004175129;16.0;5.465480041751292
2018-01-03 17:00:00;21.464763374764967;15.11;6.354763374764968
2018-01-03 18:00:00;21.46404670777865;13.37;8.09404670777865
2018-01-03 19:00:00;21.46333004079232;11.06;10.403330040792321
2018-01-03 20:00:00;15.32461948941848;10.06;5.264619489418479
2018-01-03 21:00:00;11.474808480313568;9.3;2.174808480313567
2018-01-03 22:00:00;11.530111145510777;9.87;1.6601111455107773
2018-01-03 23:00:00;11.529445520419696;4.97;6.559445520419696
2018-01-04 00:00:00;11.474808480313568;-0.36;11.834808480313567
2018-01-04 01:00:00;11.474808480313568;-5.57;17.04480848031357
2018-01-04 02:00:00;11.474808480313568;-7.85;19.324808480313568
2018-01-04 03:00:00;11.526783020055388;-5.29;16.81678302005539
2018-01-04 04:00:00;11.474808480313568;-1.75;13.224808480313568
2018-01-04 05:00:00;11.474808480313568;6.01;5.464808480313568
2018-01-04 06:00:00;20.89365162398064;19.96;0.9336516239806407
2018-01-04 07:00:00;36.565885589351;33.59;2.9758855893509946
2018-01-04 08:00:00;44.38814789493496;40.45;3.938147894934957
2018-01-04 09:00:00;45.4545733112668;41.97;3.4845733112668
2018-01-04 10:00:00;45.4547617410152;44.91;0.5447617410152006
2018-01-04 11:00:00;45.186450112130935;48.22;-3.0335498878690643
2018-01-04 12:00:00;45.455138600512;46.04;-0.5848613994879983
2018-01-04 13:00:00;45.18472235882392;42.0;3.184722358823919
2018-01-04 14:00:00;45.4555154600088;41.08;4.375515460008799
2018-01-04 15:00:00;45.182994605516896;42.04;3.142994605516897
2018-01-04 16:00:00;45.45589231950561;42.53;2.925892319505607
2018-01-04 17:00:00;45.45608074925402;51.43;-5.973919250745979
2018-01-04 18:00:00;45.45626917900242;49.96;-4.503730820997582
2018-01-04 19:00:00;45.17953909890287;46.73;-1.550460901097125
2018-01-04 20:00:00;40.20275106761575;41.57;-1.3672489323842498
2018-01-04 21:00:00;33.827501666267004;37.09;-3.2624983337329994
2018-01-04 22:00:00;29.649394693500025;33.92;-4.270605306499977
2018-01-04 23:00:00;17.537117620919858;28.05;-10.512882379080143
2018-01-05 00:00:00;15.32461948941848;5.96;9.36461948941848
2018-01-05 01:00:00;15.32461948941848;-0.94;16.26461948941848
2018-01-05 02:00:00;15.32461948941848;-0.03;15.354619489418479
2018-01-05 03:00:00;13.685890840710083;0.55;13.135890840710083
2018-01-05 04:00:00;12.595572579011437;-11.81;24.405572579011437
2018-01-05 05:00:00;15.32461948941848;8.92;6.404619489418479
2018-01-05 06:00:00;16.979065769556787;21.68;-4.700934230443213
2018-01-05 07:00:00;32.78232498825995;30.44;2.34232498825995
2018-01-05 08:00:00;40.67544031410893;36.2;4.47544031410893
2018-01-05 09:00:00;42.26595644344469;36.3;5.965956443444696
2018-01-05 10:00:00;43.32865073098588;38.95;4.378650730985875
2018-01-05 11:00:00;47.06766862926552;39.4;7.6676686292655205
2018-01-05 12:00:00;48.98992243879194;41.69;7.2999224387919455
2018-01-05 13:00:00;48.98903109878338;43.69;5.299031098783381
2018-01-05 14:00:00;48.988139758774814;44.08;4.908139758774816
2018-01-05 15:00:00;48.98724841876626;47.1;1.887248418766255
2018-01-05 16:00:00;48.98635707875769;47.77;1.2163570787576887
2018-01-05 17:00:00;49.63137093128902;56.35;-6.718629068710982
2018-01-05 18:00:00;48.98457439874056;57.42;-8.435425601259439
2018-01-05 19:00:00;48.983683058732005;53.99;-5.006316941267997
2018-01-05 20:00:00;48.98279171872344;42.36;6.622791718723441
2018-01-05 21:00:00;42.03187839244022;39.9;2.131878392440221
2018-01-05 22:00:00;37.50932545665957;39.97;-2.4606745433404313
2018-01-05 23:00:00;33.832135993715994;36.27;-2.437864006284009
2018-01-06 00:00:00;32.361070418857295;29.45;2.911070418857296
2018-01-06 01:00:00;32.78551767837682;28.55;4.235517678376819
2018-01-06 02:00:00;32.35951084893418;28.18;4.179510848934179
2018-01-06 03:00:00;32.35873106397263;27.33;5.028731063972629
2018-01-06 04:00:00;32.78604979339631;27.08;5.706049793396311
2018-01-06 05:00:00;32.357171494049524;28.7;3.657171494049525
2018-01-06 06:00:00;32.35639170908797;30.0;2.3563917090879727
2018-01-06 07:00:00;32.78658190841578;31.36;1.426581908415784
2018-01-06 08:00:00;37.51113908597721;34.19;3.321139085977215
2018-01-06 09:00:00;40.172048928996496;41.11;-0.9379510710035035
2018-01-06 10:00:00;40.7857586855334;44.0;-3.214241314466598
2018-01-06 11:00:00;41.21008190490106;43.74;-2.5299180950989424
2018-01-06 12:00:00;40.78409088390853;44.01;-3.225909116091465
2018-01-06 13:00:00;41.21045109218304;42.9;-1.689548907816956
2018-01-06 14:00:00;40.78242308228367;38.7;2.0824230822836682
2018-01-06 15:00:00;40.78158918147123;37.4;3.3815891814712344
2018-01-06 16:00:00;41.211004873106;40.52;0.6910048731059959
2018-01-06 17:00:00;40.77992137984637;45.46;-4.68007862015363
2018-01-06 18:00:00;40.77908747903393;49.98;-9.200912520966064
2018-01-06 19:00:00;41.21155865402896;45.9;-4.688441345971036
2018-01-06 20:00:00;39.55041303848122;40.9;-1.3495869615187814
2018-01-06 21:00:00;33.52785817829116;33.69;-0.16214182170883618
2018-01-06 22:00:00;32.34391514970312;36.26;-3.916084850296876
2018-01-06 23:00:00;27.09817643026627;29.03;-1.93182356973373
2018-01-07 00:00:00;20.28622363171208;21.87;-1.5837763682879213
2018-01-07 01:00:00;19.168595528424664;15.98;3.1885955284246634
2018-01-07 02:00:00;19.167890869245564;15.99;3.177890869245564
2018-01-07 03:00:00;19.167186210066465;14.0;5.167186210066465
2018-01-07 04:00:00;19.166481550887365;12.51;6.656481550887365
2018-01-07 05:00:00;19.165776891708266;13.21;5.955776891708265
2018-01-07 06:00:00;19.16507223252917;12.17;6.99507223252917
2018-01-07 07:00:00;19.164367573350063;13.02;6.144367573350063
2018-01-07 08:00:00;19.163662914170967;20.52;-1.3563370858290327
2018-01-07 09:00:00;25.941803443403412;23.22;2.721803443403413
2018-01-07 10:00:00;30.70214830519228;24.81;5.892148305192283
2018-01-07 11:00:00;33.51683903375747;28.95;4.566839033757471
2018-01-07 12:00:00;32.268825476353136;28.96;3.3088254763531353
2018-01-07 13:00:00;32.33221837527982;27.08;5.252218375279824
2018-01-07 14:00:00;30.56920676282209;23.46;7.10920676282209
2018-01-07 15:00:00;30.18169870713149;23.7;6.481698707131489
2018-01-07 16:00:00;33.51290362499544;27.21;6.302903624995437
2018-01-07 17:00:00;33.51211654324304;30.88;2.63211654324304
2018-01-07 18:00:00;33.51132946149063;34.34;-0.8286705385093711
2018-01-07 19:00:00;33.51054237973822;32.33;1.1805423797382204
2018-01-07 20:00:00;33.50975529798581;31.44;2.069755297985811
2018-01-07 21:00:00;33.316626801106985;28.94;4.376626801106983
2018-01-07 22:00:00;33.508181134481006;29.69;3.818181134481005
2018-01-07 23:00:00;31.735421452028547;27.01;4.725421452028545
2018-01-08 00:00:00;26.504347878569185;18.91;7.5943478785691845
2018-01-08 01:00:00;26.50360263807524;15.15;11.35360263807524
2018-01-08 02:00:00;26.502857397581288;15.11;11.392857397581288
2018-01-08 03:00:00;26.50211215708734;13.42;13.082112157087339
2018-01-08 04:00:00;27.076468288892716;12.91;14.166468288892716
2018-01-08 05:00:00;31.73076432962803;17.1;14.630764329628029
2018-01-08 06:00:00;44.47869044625761;30.03;14.448690446257608
